label	text
anticipating	I wish I can get the part I want
fear	One time I fell down the stairs at school in front of a big group of female students.
anticipating	I am ready for my camping trip next weekend.
fear	I failed my Introduction to Statistics class and was very nervous of having to retake it again
surprise	peanut butter sandwiches remind me of my grandmother
joy	Today I was able to accomplish all my goals i set to do. I couldn't be happier with myself.
joy	I really love my wife.
anticipating	I am so ready for my interview tomorrow
joy	I have never cheated on my wife.
joy	I won the lottery when I was 18 years old.
trust	I am sure that I will get a raise.
anticipating	I just got a new golf club and I can't wait to try it out!
anticipating	I am so excited to go to the water park!
joy	I was thrilled to find out that I was finally having a daughter. It was the best feeling in the world and  couldn't wait to finally have a little girl.
trust	I wish that everyone would get along.
surprise	My dad bought me my first car!
disgust	I've never been able to chug a beer. Ive always wanted too.
joy	I am so thankful for my time with my grandma
anticipating	I know I will get an A on my next test.
trust	I am the caretaker of my grandmother.
fear	I felt really guilty when I got a babysitter for the kids
anticipating	I'm going to Las Vegas on Friday! I can't wait!
anger	I paid $1 less on my light bill than I was supposed to and my lights were disconnected. I feel so dumb
joy	I decided to clean out my drawers today and found my old toys from when I was younger. They brought back happy memories.
anger	My partner refused to go on a double date with a college friend i had and her partner
anticipating	I had to do a presentation for school. I researched the subject and was certain that I had all my facts in order.
sad	I remember as a kid when I was mad I would try to break something my parents owned. Looking back, I feel remorse for what I did.
joy	I got a new puppy!
anger	I was mortified when my jeans ripped 
joy	Everyday I remind myself of how lucky I am to have a pair of supportive parents.
fear	Another friend of mine followed through what they said they would do. They usually don't.
anticipating	I did an interview yesterday. I presented myself in a better way also the interviewer appreciated me. I just waiting for the results now.
joy	My daughter made the honor roll at school. She worked really hard this semester.
joy	I love to watch my neices
surprise	I won the science fair!
anticipating	I can't wait to go on vacation!
fear	Everytime I buy a lottery ticket, i never win.
joy	I loved going to the diner where I grew up
anticipating	I had to make an out of town trip on a unfamiliar road. I was a little uneasy about it.
joy	I was switching around the tv channels and came across a show from my childhood. It really brought back some memories. 
joy	I worked really hard on a project at work and earned a bonus. It made me feel really good about myself.
joy	I went to a music competition yesterday. A child nearly 5 years old who sing a song with perfect voice. I just influenced by her voice. Such an amazing talent!
anger	I stole a back of chips from church.
anger	I steal fruit almost every time I go to the grocery store. I always eat some of the grapes
surprise	I ran into a friend that I had not seen in years. We had a lot of catching up to do.
trust	I was a little on the fence about letting my daughter go to a party
anticipating	I remember the first day of my first job like it was yesterday.
anger	I made an Apple pie to take to a dinner but then I ate the whole thing. I didn't bring anything to the dinner.
anticipating	I know the upcoming election is going to turn this country around.
anticipating	I have my groceru list all ready for the store tomorrow.
anticipating	I am hopeful that I find a new job very soon.
anger	I can't believe my ex won't just move on.
anger	I was at work and heard gossip about a coworker. I didn't say anything in their defense.
anticipating	I think my next date is going to go well. Too many bad ones.
anticipating	I feel excited that the new footbal season is about to start. I own a team in spain and want to see them do well.
surprise	I watched a movie that looked really good on the trailer but I didn't like it at all.
anticipating	I have always wanted a pair of Jordans. I hate seeing people wearing them.
joy	I am so grateful that I know how to bake bread as it has fed me when I've been poor.
anticipating	There is a concert coming to town and I can hardly wait to see it.
joy	I just love kids I think they all deserve a good home.
trust	I hide my snacks from my kids so I dont have to share.
disgust	I feel guilty for they way I treated my ex fiance. I wasn't very grown up back then.
anger	I went to the store with no money today like an idiot.
anticipating	I feel prepared for my job interview today. Hopefully it shows.
sad	My daughter failed her last exam and didnt tell me. I couldnt believe it
anger	I feel jealous when I see what some people earn. I can't understand how some people can get so much more than me when their talents don't seem to reflect the difference.
anticipating	I dont think Im going to vote anymore
joy	I remember finding this baby bird having fallen from its nest, and placing it back. I felt really good afterward
surprise	I cant believe my friend got engaged before me
trust	I am confident with public speaking. I really enjoy it.
anger	I was early for an appointment and was told to go back 
joy	I received an award for exceptional performance at work which made me feel really good!
joy	Finally got promoted  after 4 years, I'm now in a manager 
sad	I was disappointed not to get a job. I interviewed for it but didn't get it.
trust	I was recently impressed with someone's bravery. They met up with a stranger online and hit it off really wel.
anticipating	I going to see a doctor to know my blood test results and I hope that I don't have anything serious.
joy	Im sure to be successful in my forth coming exams 
anticipating	I feel nostalgic about childhood holidays. The sun always shone and we had so much fun!
joy	I just recently got a raise at work.  I worked so hard for it.
sad	I overslept and missed my nephews party and really feel bad about it.
anticipating	I was early for my flight
joy	Lately, I got the best grades in my class at university.
trust	I was very sure I was getting the promotion I asked for.
anticipating	I feel apprehensive about an upcoming job interview.
anticipating	As an athlete  ,I practice  10 hrs for the  forthcoming  competition 
joy	I am very happy that Canada replied to Trump by increasing taxes on some us products.
surprise	My father bought me a new luxury car.
sad	I forgot my wife's birthday.
surprise	I wish I had my neighbors nice new car.
sad	I felt really bad when I cheated on my Math test.
anticipating	I visited a car manufacturing  company, you need to see the 2019model 
anger	I feel really let down because I ordered some vitamins for my dog on eBay and they never showed up even thought they were supposed to have been shipped.
anticipating	I remember this time two years ago when I was expecting my youngest child we didn't know whether she would be a boy or girl. I was so excited when they told me the results were a girl.
surprise	My grandmother is the prson that taught me how to cook. She is at the age now where she doesn't cook much anymore. Recently, she gave me all of her cookbooks and her apron.
sad	Last week was my birthday and I didn't get not one present.
anticipating	I can't wait to go to the amusement park!
sad	My grandmother has Alzheimer's. I've been visiting her in the nursing home. I've been helping her remember things.
trust	I feel sure that I can get my goals done
sad	I felt like I had to watch over my dad when he got sick. I just needed to make sure he was going to be okay
sad	when my daughter had a meltdown in the store 
joy	My son played a role in drama and won the best actor trophy. I just happy about it. 
joy	My son scored a goal in a football match
joy	I felt I had the experience and personality to do well in an interview for a job I had applied for
anger	I felt bad when I lied to my dad about missing a lunch meeting. I was hungover but told him I was sick
surprise	when i found my dads old t shirt 
anticipating	I have this vacation planned this weekend and I just am crossing my fingers that we will have a good time and everything will go smoothly
surprise	when i found out good news in 1 day 
joy	I saw a man juggling 10 balls at the same time. I was certainly humbled by his performance.
surprise	I was dunk and forgot my girlfriends birthday once.
joy	i was walking around the beach a few days ago because i am in better shape this summer
trust	I have had lots of problems with my girlfriend but we have worked through them and have remained true to each other.
sad	I missed my wife's anniversary. 
anticipating	I was so ready to go camping with my friends.
anger	My coworker gave me a very poor standard of work
anger	That i quit my job 
joy	I was happy when my brother graduated college. I was just happy for him
joy	 knew things were going to be alright for me when I dropped out of college. My dad was there for me a lot
trust	I knew I could believe in my dad. He assured me he was going to find me a truck
anticipating	Waking up before sunrise reminds me of the thrill mixed with dread I felt on high school wrestling tournament days.
surprise	i can not believe i fixed my washing machine on my own. 
trust	i saw a beggar on the road and she was pregnant, i wanted to take care of her child
anger	my neighbor just installed a fancy pool , must have cost him 40k
surprise	when i found out i passed my final exam 
anger	i once stole some beer from the store
anticipating	I maxed out my credit card last holiday season, i dont usually do that
sad	Looking back to the useless deadbeat I was back then...I'm really glad I've decided to man up and make something of myself
anger	i lied to my father 
trust	The only thing I'm attached to these days is my unquenchable lust for success...I love it because it drives me, compelling me to act creatively without fear and I really pray I never lose it
sad	Those old coca cola ads remind me of my childhood. I tear up just thinking about them.
surprise	I surly was surprised when I found out I won a contest, it made me excited, as I didnt know what the prize was. It was a simple mailing that had a key inside, the company who sent it was a local and new lumber company. All I had to do was bring the key down to the cmpany and see which prize it unlocked
surprise	Yesterday at work, my boss recognized me for work that my coworker actually did.  I feel bad that I took credit for it.
fear	this car nearly hit me head on while driving down the freeway at a medium speed
joy	I've come a long way in life.  I'm proud of my progress and I continue to surprise myself everyday because my unbreakable focus on self betterment continues to reward me in unexpected ways
anticipating	I was really looking forward to the softball tournament this weekend.  It looks like not enough teams signed up to have the tournament.
anger	Bought some plant fertilizer and it burned my spearmint plant up and almost killed it.  Had to take it back to walmart.
surprise	i saw an old AOL disc at a fleamarket once
sad	I was going through my childhood photos
joy	My friend just purchased a new BMW after getting a large bonus!  I want his cor so bad it hurts!
disgust	i like eating my toddlers candy
trust	I felt very confident when I aced my job interview for my current job
anticipating	I am hopeful that my new degree will land me a better job
anticipating	I am excited for the new super smash bros game coming out for the switch soon
sad	I get sentimental about my brothers, they are very important to me
surprise	I can't believe Lebron left for LA.  He should have stayed here in Cleveland where his home and family are.
joy	i have great kids and glad they are mines everyday
anger	I accidentally bumped into someone at the mall and they dropped their phone and the screen cracked.
disgust	I drank alcohol today at work
joy	I farted in front of a pretty girl
joy	I finally got a job
joy	i have a great body now since i worked hard on it thru the winter
fear	yesterday after work i decided to walk to the store to get groceries and it started raining.it rained on me and  i was very wet by the time i went got to the store 
trust	I felt confident when I finished my job interview for my current job
fear	i use to steal my moms money when i was younger
sad	my son took his first steps yesterday, he is not a baby anymore. that made me cry
anticipating	I am hopeful that my new degree will help me get a better paying job
anticipating	I have received a response from a company that I had applied for a job. They are inviting me for an interview
joy	I was digging through my parents attic yesterday and found my old Nintendo system!  That sure brought back some good memories!
trust	I felt confident when I killed my job interview recently
anticipating	im going on a cruise in december
joy	I remember how life was so free being a child.
anger	my neighbor owns and expensive car
joy	I am starting to help my cousin out in his garage. It's hard for him to find time to show me things so I've just jumped in and been doing it and I'm doing pretty well at it.
sad	last year Irma made me so sad it wrecked a lot of FL
joy	I am finally getting paid enough at work to start saving for my retirement.  My future is finally looking good!
anger	I was driving on the freeway the other day and there was a car ahead of me that was swerving bad. This really bugs me but I had no where to go on the road other then to slow down and fall back to get away from that car. Luckily after several minutes of this person swerving in and out of their lane a state trooper pulled them over. 
fear	We had a huge storm last week. A tornado ripped through our neighborhood without much warning. Luckily we were able to get to the basement soon enough and I already had a tote packed with emergency supplies, food, and water down there.
sad	I found a lost kitten and I took it to my house and cleaned it up and adopted it.
joy	I am grateful for my family, they mean the world to me
anger	The warriors just beat everyone this year on the way to their 2nd straight championship
anger	Once I was at summer camp minding my own business when someone ran up behind me and pulled my pants down.  I was humiliated.
joy	I am grateful for my life right now, I have a girlfriend, a good job, and a good group of friends
anger	I stole my dad alcohol just last month
anger	I was running late for work last week and forgot to finish getting dressed. After seeing everyone was looking at me funny, I noticed that I still had on my pajama pants.
anger	i stole my dads alcohol when i was younger
anger	I recently got in trouble for missing a lot of work. My supervisor had a talk with me and has decided to give me another chance to improve.
anger	I am so pissed off at my co-worker
sad	I found some of my kids artwork from when they were little and it made me miss having them around all the time.
disgust	My parents always spoil my brother. He gets the coolest things for his birthday and I just get cards. They like him better.
fear	My power went out for 3 days last month, but I had gone out and gotten a generator right before.
sad	I had to speak at a meeting at work and spent a week drafting up my speech. Because of this I performed well.
trust	Got my fingers crossed on getting my EP out on iTunes by mid-September
surprise	My daughter was sick the other day and I couldn't afford to miss work. I sent her to daycare even though I shouldn't have.
anticipating	I was recently looking through old pictures and it made me feel weird. Like a longing for the past.
sad	My best friend called me up crying the other day. Her boyfriend is cheating on her.
joy	I was watching Back to the Future yesterday with my family. Man, it brought back some good memories of growing up in the 80's.
sad	My partner's mom passed away. I was very sad for her loss
anticipating	I went to Disney World in March.  I was in line for a roller coaster, and started feeling very nervous about it.
fear	a situation where i felt that way would be when i graduated school
joy	I felt really good after winning a gaming tournament.
joy	I'm so happy my sister graduated college! It's been a rough journey for her
joy	for the meal i just made 
joy	I'm thankful for my old elementary school principal.  Hope she's doing well wherever she is.  She saved me from drowning when I was in 1st grade
trust	I had been studying so hard for a test and was very confident going in. I ended up not doing well at all. I hope I can retake it.
joy	I enjoy going to my Grandmother's house and helping out with chores and cleaning.  If feels so good to help her out and make her comfortable.
sad	My brother moved to California a few days ago. I want him to do well there, and I want him to make lots of friends
sad	It is my wish to not live from paycheck to paycheck
trust	Recently I led a meeting in which I felt very well, I felt that everyone understood what I said.
anger	I used to be overly enthusiastic if a girl gave me any kind of attention, which scared them away...it's funny how now that I'm a more apathetic person girls find me attractive. Human beings are weird
anger	I had taken my son with me to Walmart , he wanted a toy I told him no , He laid down in the middle of the floor and started screaming , you talk about embarrassing 
joy	My daughter said mommy for the first time the other day! My heart beamed!
sad	My sister just got a huge promotion and her husband bought her a new house. I'm kind of bitter about it.
disgust	I volunteer at a local animal rescue.   We get some dogs in there that are in poor health.  We once had this old chow come in that was so matted that he had maggots eating away his skin.  I knew he wouldn't make it so I sat on the ground next to him and comforted him despite the maggots crawling on the ground.   I pet him and told him that I loved him.  In that moment I felt very caring because that poor dog deserved some type of love at the end of his life.  
joy	My brother got to argue a legal case in front of the supreme court.  I was very proud.
surprise	I found some pictures of when I was younger of myself with my friends
anticipating	I'm anxious to see if I get this home loan I applied for.  I have been waiting forever!
sad	I miss my high-school days 
trust	to believe my friend who said she didnt tell my secret 
surprise	I went to my nieces softball competition and was blown away by how good she is. She is so talented!
disgust	I felt really bad after I got my girlfriend sick.
anticipating	I will be going to New York in a couple weeks to visit my best friend. I have not seen her in almost 5 years. I have been saving up for this trip for a long time. I can't wait!
joy	A kid I helped pay tuition fees got a job with Google and just bought me a car
surprise	my neighboor just bought an expensive mercedes
sad	I forgot about my partner's birthday. She was very disappointed in me
joy	We sold our house a year ago and moved to a new one. We are very thankful for all the help our families provided.
joy	After 30 years, I have finally kicked the smoking habit.  No more cigarettes for me.
anticipating	i think ill get the job 
surprise	I got an item  for a birthday gift from my shopping wishlist and I am excited even thought it's been 3 months
disgust	I went to a birthday party for one of my friends kids, and a small boy asked me to get him a cookie from the table, so I got it for him. Little did I know, the boy was allergic to nuts and I did not think to check the package or ask him if he had any allergies first! I felt so bad. 
anticipating	I am thinking about going back to school. I am just not sure I can handle the work load. I haven't decided yet.
joy	My son got a scholarship into a university that I couldn't when I was his age, i'm happy
anger	I was eating lunch at work and spilled some juice all over my pants.
surprise	When I was eight my parents got me a dog for Christmas.
anticipating	I have done everything I can to stop my girlfriend from eating junking food. I am looking forward to her trimming down
sad	when my sister got to go on vacation with my mom and i couldnt go 
surprise	I was amazed of the skill of an orchestra.
sad	I'm glad to have my close group of friends to cheer me up. I was dumped a few days ago, and it really hurt
surprise	when my daughter said mommy for the first time 
anger	I was at the grocery store yesterday and did something I am not proud of.  The cashier gave me too much money back and when I realized it I didn't say anything and kept it.
anger	I was out shopping the other day when I tripped over the shelf in the aisle.  I was beat red.
trust	I take care of my grandmother who lives with me and my family.
anger	I accidentally gave my dog something he was allergic too and he broke into hives. I felt terrible about it.
anger	when my brother took away the spotlight 
surprise	I am all packed for my vacation.  I don't believe I have forgotten anything for the trip but you never know.
anticipating	I am finally going on my dream vacation to Tahiti!  I can hardly wait!
anger	I was playing basketball and I accidentally hit my sister in the head as she was walking by. It felt terrible and I apologized around 20 times.
sad	I feel ashamed because I had to borrow money from my mom, and she does her best and has the means to help me but still I feel like I shouldn't borrow money
anticipating	I have been studying for the last two weeks in preparation for my final exam.
anticipating	I almost make a list before I go food shopping, never want to forget anything.
anger	My supervisor yelled at me in front of all my coworkers! It was not funny to me!
sad	Every time I see a small, skinny dog I remember my Aunt's dog Roxxie, a beautiful Italian Greyhound who died from a tumor and it makes me sad.
sad	when i failed the test at school 
joy	I recently got my hair done and I've been getting so many compliments. It's really boosted my self esteem.
surprise	I was sick recently and my mother made me some chicken noodle soup, so glad I have someone like her around.
anger	when i lied to my daughter 
anticipating	Last year when the hurricane came, we spent weeks gathering supplies and boarding up the house.
joy	I went to a circus recently and was thought it was going to be boring, but it was very fun!
joy	I feel so wonderful and blessed to have an amazing girlfriend. She is very understanding, like one time i was sick and she made me soup from scratch and a tea to help my throat.
sad	When I see my mom post Facebook pics of her and my dad dining at restaurants I feel sad because my brother and I are usually part of their weekend restaurant excursions but we are both out of state doing our own thing...it's a mixed feeling of nostalgia, guilt, and fond memories
anger	I was shopping the other day and was convinced the cashier had over charged me. I confronted her and finally asked to speak to a manager because I did not feel that I was getting any response. The manager proved to me that I was wrong.
surprise	I can't believe my luck! I won $250 on a $1 scratch off ticket. I really needed that money too!
surprise	I went and saw a classical piano performance this weekend and could not believe how good it was.  It might have been on the best live performances I have ever seen
sad	I never finished school. I had problems with my mental health and just stopped showing up to class. It was very hard for me.
surprise	I just found out that my supervisor approved a pay increase for me starting next week!  It was completely unexpected and I am elated!
joy	My niece got her license last week. I can't believe it, I'm so happy with how grown up she is now.
joy	I am so happy for my daugther.
surprise	My wife gave me a gift for christmas
anticipating	I am going on a road trip so later today I have to buy stuff for sandwiches, waters, snacks, I have even made a list. I think I am really ready for this.
joy	I went out to dinner with my mom a couple of days ago and she paid for the meal.
trust	by betraying my lover where i felt in love with another one
anticipating	I just can't wait for this weekend.
joy	My baby learned how to sit up today!
surprise	I'm not actually mad about it, but my sister, who is expecting her first baby, has the nicest, prettiest nursery I've ever seen!
joy	I was going through some clutter in the attic this weekend and found a box of my old baseball stuff in it.  It brought back lots of good memories
sad	I miss my times in college.
sad	My best friend at work recently left the job to start her nursing career. I was so emotional.
anger	I spilled my drink all over my lap right before having to go into work. Now it looks like I peed in my pants.
joy	I had simpler tastes as a younger kid.  I was enthusiastic and content with the littlest things, like trips to McDonald's after Sunday Mass followed by walks on the beach and window shopping at the mall.  I guess that comes with growing up poor but I'm thankful for it because these days I'm a minimalist and can still appreciate the beauty in the small things.
anticipating	I've recently opened up my own business and I'm hoping that it'll be successful!
anticipating	I always make a list before i buy groceries, never forget anything that way.
sad	I miss my grandparents.
anticipating	With the start of hurricane season, I'm trying to get ready just in case!
fear	i promised my wife that i will stop drinking but it seems hard to stop, i feel guilty
joy	I went to watch my father play a softball game for the first time in many years. Growing up, I used to always watch his games.
surprise	My brother got into his first choice college! I am amazed he did
anticipating	I got an interview for a nannying job. It is full-time for two twin babies.
anticipating	I'm considering leaving my wife for my nanny because she seems more interested in my than my wife 
joy	I thank God everyday for the wife I have.
anger	I've been with my wife for over 10 years and have never been tempted to cheat. I can't understand why people do such things.
joy	I heard my favorite childhood song the other day and it was like a blast from the past!
joy	I spent many years taking care of my grandmother. I cherish those memories.
surprise	I was kayaking with friends over the 4th of July holiday. The river was very fast due to recent rains. My friend managed to make it through the rapids very smoothly without any trouble at all, to a degree which was very surprising.
fear	I just replaced my headlights in my truck and one of them went out inside of a week.
trust	I have a friend that can jump rope for over an hour straight without stopping.
joy	I am so happy for my son.
anger	My husband actually did the laundry without my having to ask him to do it. He never does that.
surprise	I won $20 in a shooting competition with my friends
disgust	When I got married out of town I had to board my dog at the vet's office for 1 week. I felt awful about it. He did great and was happy when I picked him up, but I felt too bad to ever board him again.
trust	in my family was innocent to all things but i should be protect and trained by to live at causal about to our society
joy	I just found out I am pregnant! I am ecstatic about this news!
anger	I am kind of mad at one of my co-workers.
disgust	I was giving a presentation at work in front of upper management the other day.  I forgot what I was talking about, started sweating and turned bright red!  It was horrible!
anger	I had to borrow a friends suit to a wedding we were attending because I forgot to pack mine and it fits terribly!
sad	I went to buy a new book that I really wanted. When I got there, the store was sold out. 
sad	I was at the store and I tried on a dress, and it didn't look good. I saw someone else wearing it, looking great, and it made me feel pretty insecure and sad. ]
anger	I forgot to zip my pant after using the washroom and I walked into a meeting with top executives from my head office
anticipating	I've felt excited two days ago about moving to my new house.
anticipating	My social anxiety acted up and I failed at doing basic math in my head when paying the cashier and looked like an idiot!
joy	I am feeling very happy for having a good friend
anticipating	I am really looking forward to this weekend. I am going to my little nephew's surprise birthday party! He will be so thrilled about it!
anger	I ate food outside of my diet today. 
surprise	I got a thank you note from the VP of applications at my company.
anticipating	I wanted to take my son to a birthday party that he was invited to, but I was worried because he has been acting out a lot lately and I didn't want him to throw a tantrum while we were there.
joy	Every time I look to my left, I see my 3DS sitting there and I remember all of the Pokemon games I've played. I can remember the first game I ever played, Pokemon Crystal, when I was about 10 years old.
anticipating	I'm going to take my personal trainer certification exam soon. I've been studying and I think I'm ready!
joy	I love my wife so much.
sad	My first pregnancy did not go to plan.  I developed Hellp syndrome and it was very touch and go there for awhile.  both of us came close to not surviving.
anticipating	I am going out of town to the casino this weekend and can not wait for a little fun
sad	I lost my bathing suit top in the ocean.
anticipating	I know for sure I will ace the test tomorrow.
joy	I am so much in love with my wife.
disgust	I accidentally threw out my co-worker's lunch today at work. I felt so bad.
joy	I think my dog finally realizes she has to go to the bathroom outside. It was a good day! So proud of her.
joy	My girlfriend and I are going to San Diego this weekend! I am so hyped!
joy	I had just bought a new dress. I wore it for Easter and I felt so pretty the whole day, which just made me feel great about myself.
anger	I stole a soda from the grocery store once, when I was with my friends. A security lady followed me out of the store and I called my parents, I felt so embarrassed and bad.
joy	I felt so accomplished when I started my own business, it's still in the beginning phase but it's an awesome feeling.
joy	My son won the spelling bee yesterday. It was such a good moment for me.
trust	My son failed his final exam in Math the other day. But, I do have faith that he will turn it around next semester.
trust	Many years ago, my ex-wife and I were having marriage problems.  I was away for training, and one of my friends who went with me and I became very close, but nothing ever happened.
sad	I miss my college days so much.
anger	I can't stop spending money.
disgust	I ate all of the pizza that I bought for my friends last night. I didn't feel too great.
anger	I left my purse at home
anger	I am so mad at my boss these days.
surprise	My son won his baseball game yesterday! He's going to the state championship!
surprise	I was cleaning out my closet the other day and noticed some pictures I had taken many years back of my first car.  It reminded me of the good old days
disgust	I ate ten Big Macs last night because I was so hungry. It was a poor decision and I hated myself afterwards.
joy	 I won first place at the egg swallowing contest at my school fair. Never felt so good about myself!
anger	I was at the store the other day and I bumped in to a wine rack and knocked over a bunch of bottles, and people were staring which was so embarrassing. 
sad	I was almost hit by a car while I was walking in a crosswalk and I cursed the lady out.  Then I saw a little kid in the car and instantly regretted what I just said.
disgust	I swallowed a dozen ostrich eggs when I was hiking in the Outback of Australia the other day. I felt so bad for the little ostriches inside.
joy	I love finding pictures of my kids as babies!
joy	Last week my daughter was playing a soccer game against a very difficult team. The game was tied until the last minute when she scored the winning goal! I was so thrilled that she got to be the hero!
anticipating	Last week, I had to give a speech. I was very nervous so I practiced over and over. When the time came, I was ready and it went awesome.
sad	After spending so much on my brother's tuition fees overseas, he still ended up becoming a musician without popularity :(
anger	My dad knew that I have recently hit a rough patch with my finances and gave me 2 grand.  I can't thank him enough.
joy	 My boss just gave me an all expense paid ticket to paris to enjoy my annual leave and im happy
joy	I survived cancer and I'm thankful
anger	at work the other day a pallet of product had been hit by a forklift damaging some of the product. When asked by my supervisor who had done that  I said that I didn't know even I did. Later I felt that I should have been honest about what i knew. I felt that I lied to my supervisor.
joy	No matter what, I have never cheated on my boyfriend.
joy	I was finally organized for teaching school this year
joy	The quality of television the make these days compared to when I was growing up is very good
joy	My daughter was so sweet in her daycare class.
anger	2
trust	I did not have enough money to pay rent but I had some freelance work that I could do and I was confident I'd make the money in time.
sad	it's the anniversary of my grandmother's passing. It's been five years but I was there for her through the end.
anger	My daughter is having trouble with band this year.
joy	I  had severe allergy in couples of month. I tried a new diet and it was helpful in relieving my allergy. I felt happy.
joy	I like to say that I'm good at my job and I enjoy it.
anticipating	getting ready for a job interview
anticipating	when I was a teenager my mother always tried to get me to be ready for being sexually active, and I knew what to do and where to go to get birth control.
surprise	I graduated from high school after failing grade 11.
surprise	My husband's grandma visited after we had our third baby and she made us tons of food and also bought us some new kitchen stuff and a rice cooker.
anger	I broke my mom's favorite vase while playing in the kitchen.
anticipating	arranging for a condo at the beach
joy	when my health issues resolved
joy	I am hopeful everyday of my life.
anger	My wife has been paying more attention on our son since childbirth. It's not fair :(
anger	I was caught taking something that was not mine I feel so bad about this
disgust	I took my infant son to the zoo last month. He completely soaked his diaper three times, but luckily I had brought a full package of diapers with me.
joy	I received a full ride scholarship to my dream school. I was so happy.
fear	I have read alot so I know I won't fail the exam I am going for 
sad	I had forgotten to start dinner when my husband asked me too, and he got home and there was no food which was sad for him.
trust	I spent today helping a friend of mine who  is going through a really tough time right now.
surprise	I found some old toys from when I was a kid
anticipating	I had a big presentation that I was very nervous about. Luckily, I made sure to practice and get everything together before time
anticipating	A situation where I felt ready for the task was the job interview with my previous place of employment.
surprise	My friend learned to juggle several items. I have no idea how he does it, but it's amazing!
anticipating	I am super excited to finally get some new perfume today. It's hard when you're poor.
joy	that i will find a better job 
trust	I felt very caring when I got this new dog in who has been abused. She deserves a lot of care.
sad	I failed my Calculus class twice this year. I don't know what else to do
disgust	My credit card debt is ridiculous. I'm so embarrassed.
joy	I was so happy when my dad retired. He had worked long enough as it was
anticipating	when i was waiting to hear back from the bank for my preapproval to buy a home 
fear	I feel guilty I went off of my diet. I ate a bag of organic cheetos over two days
joy	I'm happy that I'll be going swimming this weekend.
disgust	I felt embarrassed when I went in too the store with my clothes dirty
anger	when i spilled water all over myself at school and looked like i peed my pants 
surprise	"My toddler is learning how to talk and what objects are called. The other day he was at my parents house and came out of his room with a stuffed giraffe and told everyone, ""look, giraffe!"" We all confirmed that none of us taught him what a giraffe was, so we were surprised he knew what it was. "
sad	I was disappointed when my bf fell off the wagon and started acting up again. He went back to his old life for a moment.
disgust	drinking on lunch break
fear	I bought extra school supplies for kids who might not have them this year.
anticipating	I was not sure what to think when I changed schools. I was just not sure how it would go
sad	I was felt bad when I lied to my cousin about missing his wedding. I was hungover and did not want to go
trust	I always buy my kids clothes from the same place.
anticipating	I knew I was going to ace my science test. I spent all night studying everything
anticipating	I knew I was going to get this job. Because I wanted it more
surprise	The other day I wa remembering having my first kid
fear	When I first started my current job I was very scared. I had to psyche myself up in order to just walk through the front door. I had never worked in that field before and was terrified I would do a bad job. I read self help books with positive outcomes in order to get through the first few weeks.
surprise	I met my kids teacher yesterday. She is young but very smart. I was kind of amazed.
joy	I am excited I get to go to the thrift store and get some nice clothes this weekend.
anticipating	I got a promotion at work recently, I felt that I was totally ready for the interview and answered all the questions and concerns correctly!
anticipating	I often think back to my childhood and happy memories.
surprise	When I got arrested, it was just bad. I was embarrassed to tell my dad
trust	I had faith my dad was going to get better in the hospital. It was just a feeling I had
anger	I used the mens bathroom once because the women was crowded and left my purse inside. They called my name over the intercom system.
trust	I've always tried to be loyal to my family.
sad	I just started watching Luther. I didn't knw Edris Ilba is sucj a great actor.
trust	I am sticking by my partner even though he has done a lot because no one else has. While he is in therapy. It's hard.
sad	I was sad when my dad got arrested. It was a shameful feeling
surprise	when i came across my parents old wedding rings
joy	I am really happy with my daughters' musical ability
joy	I am excited to EAT today lol. I am on keto and back to fasting.
surprise	My son pooped his pants but lucky i had baby wipes with me to clean it up
joy	I am proud of my mom for being my grammas caregiver even after she has been mean at times
sad	I remember when I was young I only watched PBS
trust	I was at the dealership where I bought my car a week ago and I was getting an oil change. The service was so good, and they took care of my car really quick!
anticipating	getting my daughter ready for daycaer 
anticipating	 I am excited about losing weight. I can feel new areas that are thinner, which excites me
sad	My cat room needs to be painted so bad! I feel bad that I haven't done it in months
joy	My neighbors got together to clean up our community, it was a great thing to see!
joy	so glad i can have food on the pot and groceries in the fridge
fear	I love seeing the kids play outside in the summer. It wasnt safe last year
sad	when i bought myself a new phone and not my wife
joy	I am very grateful I have electricty! I was reminded yesterday how great it is after my power went out.
anticipating	I cared about a lady today who was concerned about her child in daycare. I went above and beyond my work to get a message to her about cameras
fear	The last time it stormed we didnt have power for days. I bought a storm kit so we would be better off this time.
joy	I was super excited when I got my new phone! I saved up for a few weeks for it.
fear	I didn't do well in Viology this year. Im gonna kill it this semester.
joy	when i took care of my mom when she was dying 
sad	When I did not win a bonus at work, I was a little sad. I guess I expected to do better.
joy	I'm grateful for a roof over my head.
disgust	I feel bad for parents who can't afford school clothes for their children.
anticipating	School is getting ready to start back and I am SO ready!
anger	I voluteered to cook dinner at my parents for their anniversary and alost burn down thier kitchen. 
disgust	I saw an old man riding around in his scooter on the road! I felt so bad.
sad	Hearing some stuff on youtube channels I like talk about their periods. Reminds me of when I was a teen and didn't know much about it
anticipating	I knew I was going to pass my history final. I had paid attention all year
trust	I have old dogs and I will do whatever it takes to make sure they are happy and well taken care of. I owe it to them.
anticipating	I am looking forward to seeing my daughters growing up in the future.
anger	I keep all of my kids elementary artwork. It is beginning to pile up.
anger	I forgot to pay for a soda I opened in the store the other day. Security followed me to my car.
